Student_ID,Subject_Knowledge,Concept_Clarity,Presentation_Usage,Assignment_Difficulty,Doubt_Solving,Course_Structure,Student_Support,Recommendation,Event_Name,Event_Type,Department,Avg_Score,Comments,Sentiment_Score,Sentiment_Label
261,9,9,7,7,4,10,5,9,Tech Talk,Workshop,MECH,7.5,Assignments were too difficult for our level.,-0.3612,Negative
754,6,9,4,4,3,10,2,10,Cultural Fest,Seminar,CSE,6.0,Excellent structure and support by the instructor.,0.7506,Positive
345,8,2,8,9,10,10,9,5,Cultural Fest,Seminar,MECH,7.625,The session was amazing and very informative.,0.5859,Positive
970,10,9,5,7,6,7,4,7,Webinar on Careers,Cultural,ECE,6.875,The presentation was poor and hard to follow.,-0.5423,Negative
990,6,9,6,4,9,5,10,8,Python Bootcamp,Seminar,EEE,7.125,I loved how doubts were cleared instantly.,0.4767,Positive
911,6,4,4,10,9,4,7,2,Python Bootcamp,Cultural,EEE,5.75,Assignments were too difficult for our level.,-0.3612,Negative
909,9,8,5,9,5,6,9,7,Python Bootcamp,Cultural,MECH,7.25,Excellent structure and support by the instructor.,0.7506,Positive
817,6,5,7,10,10,4,6,6,AI Workshop,Cultural,ECE,6.75,The session was amazing and very informative.,0.5859,Positive
733,10,10,5,1,4,1,3,4,Python Bootcamp,Seminar,CIVIL,4.75,The presentation was poor and hard to follow.,-0.5423,Negative
626,7,9,5,4,9,4,3,1,AI Workshop,Seminar,EEE,5.25,I loved how doubts were cleared instantly.,0.4767,Positive
292,7,9,8,1,5,4,7,4,Python Bootcamp,Workshop,CIVIL,5.625,Assignments were too difficult for our level.,-0.3612,Negative
82,5,10,8,4,4,10,5,5,Webinar on Careers,Seminar,ECE,6.375,Excellent structure and support by the instructor.,0.7506,Positive
355,10,8,5,6,5,10,1,8,Webinar on Careers,Cultural,CSE,6.625,The session was amazing and very informative.,0.5859,Positive
948,9,5,4,7,9,3,5,7,Python Bootcamp,Cultural,EEE,6.125,The presentation was poor and hard to follow.,-0.5423,Negative
341,9,4,4,4,7,5,5,8,Tech Talk,Cultural,ECE,5.75,I loved how doubts were cleared instantly.,0.4767,Positive
952,7,9,5,7,8,8,10,5,Webinar on Careers,Seminar,ECE,7.375,Assignments were too difficult for our level.,-0.3612,Negative
711,7,3,4,6,3,7,6,4,Cultural Fest,Cultural,MECH,5.0,Excellent structure and support by the instructor.,0.7506,Positive
635,7,3,8,6,7,4,10,5,Tech Talk,Workshop,EEE,6.25,The session was amazing and very informative.,0.5859,Positive
850,5,8,7,4,8,7,8,6,AI Workshop,Seminar,ECE,6.625,The presentation was poor and hard to follow.,-0.5423,Negative
716,6,3,7,9,2,3,3,6,Tech Talk,Workshop,ECE,4.875,I loved how doubts were cleared instantly.,0.4767,Positive
627,10,2,4,1,6,5,9,5,AI Workshop,Workshop,ECE,5.25,Assignments were too difficult for our level.,-0.3612,Negative
661,6,10,4,3,8,2,7,6,Cultural Fest,Seminar,CIVIL,5.75,Excellent structure and support by the instructor.,0.7506,Positive
877,8,9,4,5,10,10,10,2,Tech Talk,Cultural,CSE,7.25,The session was amazing and very informative.,0.5859,Positive
177,8,2,6,2,8,1,9,9,Webinar on Careers,Workshop,ECE,5.625,The presentation was poor and hard to follow.,-0.5423,Negative
322,8,10,7,3,3,3,1,5,AI Workshop,Cultural,CSE,5.0,I loved how doubts were cleared instantly.,0.4767,Positive
914,9,2,4,2,4,2,2,9,Webinar on Careers,Cultural,MECH,4.25,Assignments were too difficult for our level.,-0.3612,Negative
486,10,9,5,1,4,10,6,9,Cultural Fest,Workshop,ECE,6.75,Excellent structure and support by the instructor.,0.7506,Positive
723,6,10,5,3,10,3,6,4,Cultural Fest,Workshop,CSE,5.875,The session was amazing and very informative.,0.5859,Positive
105,9,10,5,1,3,1,1,2,Webinar on Careers,Cultural,CSE,4.0,The presentation was poor and hard to follow.,-0.5423,Negative
52,6,10,4,1,7,3,10,2,Python Bootcamp,Cultural,ECE,5.375,I loved how doubts were cleared instantly.,0.4767,Positive
436,9,9,4,10,1,10,10,2,Cultural Fest,Seminar,CSE,6.875,Assignments were too difficult for our level.,-0.3612,Negative
829,6,9,5,3,2,2,10,9,Python Bootcamp,Workshop,EEE,5.75,Excellent structure and support by the instructor.,0.7506,Positive
753,5,10,8,7,5,10,9,7,Webinar on Careers,Workshop,EEE,7.625,The session was amazing and very informative.,0.5859,Positive
130,7,9,5,9,3,2,5,4,Tech Talk,Workshop,CIVIL,5.5,The presentation was poor and hard to follow.,-0.5423,Negative
91,6,5,4,2,5,8,3,3,Cultural Fest,Seminar,EEE,4.5,I loved how doubts were cleared instantly.,0.4767,Positive
590,10,3,4,4,9,9,6,2,AI Workshop,Cultural,EEE,5.875,Assignments were too difficult for our level.,-0.3612,Negative
965,10,3,4,5,10,3,7,3,Tech Talk,Seminar,CIVIL,5.625,Excellent structure and support by the instructor.,0.7506,Positive
99,8,9,6,2,2,3,10,6,AI Workshop,Cultural,ECE,5.75,The session was amazing and very informative.,0.5859,Positive
912,7,10,7,10,2,7,5,7,Cultural Fest,Workshop,EEE,6.875,The presentation was poor and hard to follow.,-0.5423,Negative
395,9,6,8,2,7,9,8,10,Webinar on Careers,Cultural,CSE,7.375,I loved how doubts were cleared instantly.,0.4767,Positive
923,6,3,5,6,9,4,10,3,Webinar on Careers,Cultural,MECH,5.75,Assignments were too difficult for our level.,-0.3612,Negative
499,7,9,8,3,5,1,5,2,Webinar on Careers,Seminar,EEE,5.0,Excellent structure and support by the instructor.,0.7506,Positive
115,5,5,7,1,3,8,1,10,AI Workshop,Workshop,EEE,5.0,The session was amazing and very informative.,0.5859,Positive
815,5,9,6,6,2,9,5,3,Webinar on Careers,Cultural,EEE,5.625,The presentation was poor and hard to follow.,-0.5423,Negative
570,10,10,6,8,9,2,8,10,Python Bootcamp,Seminar,CIVIL,7.875,I loved how doubts were cleared instantly.,0.4767,Positive
825,9,7,8,1,3,2,9,3,AI Workshop,Workshop,MECH,5.25,Assignments were too difficult for our level.,-0.3612,Negative
620,9,5,8,2,8,10,8,8,Tech Talk,Cultural,CSE,7.25,Excellent structure and support by the instructor.,0.7506,Positive
175,10,9,8,2,1,6,7,2,Webinar on Careers,Cultural,ECE,5.625,The session was amazing and very informative.,0.5859,Positive
358,5,7,4,3,3,10,3,4,Python Bootcamp,Cultural,ECE,4.875,The presentation was poor and hard to follow.,-0.5423,Negative
191,7,4,5,2,5,10,4,7,Tech Talk,Cultural,ECE,5.5,I loved how doubts were cleared instantly.,0.4767,Positive
492,6,5,8,10,3,8,3,2,AI Workshop,Seminar,EEE,5.625,Assignments were too difficult for our level.,-0.3612,Negative
529,9,6,6,1,4,10,1,7,Tech Talk,Seminar,EEE,5.5,Excellent structure and support by the instructor.,0.7506,Positive
389,5,5,8,6,2,3,5,7,Cultural Fest,Workshop,EEE,5.125,The session was amazing and very informative.,0.5859,Positive
878,6,5,8,4,10,3,9,10,Webinar on Careers,Cultural,CSE,6.875,The presentation was poor and hard to follow.,-0.5423,Negative
368,7,9,8,3,2,7,4,1,Webinar on Careers,Workshop,EEE,5.125,I loved how doubts were cleared instantly.,0.4767,Positive
122,7,5,5,3,9,6,9,2,Python Bootcamp,Workshop,ECE,5.75,Assignments were too difficult for our level.,-0.3612,Negative
332,9,2,7,2,8,7,4,10,AI Workshop,Cultural,MECH,6.125,Excellent structure and support by the instructor.,0.7506,Positive
303,7,4,5,4,7,2,1,6,AI Workshop,Seminar,CIVIL,4.5,The session was amazing and very informative.,0.5859,Positive
336,8,10,4,5,6,7,2,3,Python Bootcamp,Workshop,ECE,5.625,The presentation was poor and hard to follow.,-0.5423,Negative
588,6,6,4,10,10,10,3,9,Tech Talk,Seminar,CIVIL,7.25,I loved how doubts were cleared instantly.,0.4767,Positive
609,10,9,4,4,1,5,9,10,Python Bootcamp,Seminar,CSE,6.5,Assignments were too difficult for our level.,-0.3612,Negative
920,10,6,7,10,10,2,4,2,Cultural Fest,Workshop,CSE,6.375,Excellent structure and support by the instructor.,0.7506,Positive
370,9,4,7,10,1,10,2,7,Webinar on Careers,Cultural,MECH,6.25,The session was amazing and very informative.,0.5859,Positive
405,10,2,5,5,5,1,4,6,Tech Talk,Cultural,ECE,4.75,The presentation was poor and hard to follow.,-0.5423,Negative
779,10,8,6,3,8,8,7,8,Tech Talk,Workshop,CSE,7.25,I loved how doubts were cleared instantly.,0.4767,Positive
962,10,6,4,5,1,7,1,10,Tech Talk,Workshop,MECH,5.5,Assignments were too difficult for our level.,-0.3612,Negative
268,10,6,5,9,9,1,8,6,Cultural Fest,Seminar,ECE,6.75,Excellent structure and support by the instructor.,0.7506,Positive
625,10,7,6,7,9,6,3,3,AI Workshop,Cultural,MECH,6.375,The session was amazing and very informative.,0.5859,Positive
217,8,9,8,3,8,5,5,5,Python Bootcamp,Cultural,CSE,6.375,The presentation was poor and hard to follow.,-0.5423,Negative
479,10,10,4,6,5,9,2,3,Cultural Fest,Seminar,EEE,6.125,I loved how doubts were cleared instantly.,0.4767,Positive
500,9,5,8,4,2,2,5,1,Cultural Fest,Cultural,EEE,4.5,Assignments were too difficult for our level.,-0.3612,Negative
409,8,9,7,3,10,4,6,1,AI Workshop,Seminar,CIVIL,6.0,Excellent structure and support by the instructor.,0.7506,Positive
546,7,7,5,1,9,8,1,1,Python Bootcamp,Cultural,EEE,4.875,The session was amazing and very informative.,0.5859,Positive
967,5,5,8,8,1,9,8,5,Tech Talk,Cultural,CSE,6.125,The presentation was poor and hard to follow.,-0.5423,Negative
343,8,4,7,1,10,8,2,6,AI Workshop,Seminar,CIVIL,5.75,I loved how doubts were cleared instantly.,0.4767,Positive
639,7,4,7,7,6,10,5,7,Tech Talk,Workshop,CSE,6.625,Assignments were too difficult for our level.,-0.3612,Negative
402,6,8,6,9,4,8,5,7,AI Workshop,Seminar,MECH,6.625,Excellent structure and support by the instructor.,0.7506,Positive
617,5,7,5,4,7,1,10,6,Webinar on Careers,Cultural,CSE,5.625,The session was amazing and very informative.,0.5859,Positive
349,6,8,8,2,9,9,2,8,Cultural Fest,Workshop,EEE,6.5,The presentation was poor and hard to follow.,-0.5423,Negative
994,8,5,5,2,5,5,9,5,Cultural Fest,Seminar,CSE,5.5,I loved how doubts were cleared instantly.,0.4767,Positive
279,5,10,7,1,4,4,9,4,AI Workshop,Seminar,MECH,5.5,Assignments were too difficult for our level.,-0.3612,Negative
926,10,7,5,1,1,6,6,1,Cultural Fest,Seminar,EEE,4.625,Excellent structure and support by the instructor.,0.7506,Positive
816,10,8,5,9,2,7,9,3,Python Bootcamp,Seminar,MECH,6.625,The session was amazing and very informative.,0.5859,Positive
765,8,7,8,5,7,7,7,7,Tech Talk,Cultural,MECH,7.0,The presentation was poor and hard to follow.,-0.5423,Negative
160,10,6,5,4,2,10,4,7,Python Bootcamp,Seminar,MECH,6.0,I loved how doubts were cleared instantly.,0.4767,Positive
606,8,3,8,1,6,4,8,9,Cultural Fest,Cultural,CIVIL,5.875,Assignments were too difficult for our level.,-0.3612,Negative
602,5,3,6,2,8,10,3,1,Cultural Fest,Seminar,CIVIL,4.75,Excellent structure and support by the instructor.,0.7506,Positive
893,10,6,8,1,1,10,1,3,Cultural Fest,Cultural,MECH,5.0,The session was amazing and very informative.,0.5859,Positive
810,9,6,7,3,5,9,10,5,AI Workshop,Workshop,MECH,6.75,The presentation was poor and hard to follow.,-0.5423,Negative
802,8,2,6,6,3,8,7,7,AI Workshop,Seminar,CSE,5.875,I loved how doubts were cleared instantly.,0.4767,Positive
162,6,2,5,2,10,2,8,8,Tech Talk,Workshop,CIVIL,5.375,Assignments were too difficult for our level.,-0.3612,Negative
449,5,7,8,9,3,2,7,10,Webinar on Careers,Seminar,CSE,6.375,Excellent structure and support by the instructor.,0.7506,Positive
463,7,8,7,8,1,4,4,1,Tech Talk,Seminar,CSE,5.0,The session was amazing and very informative.,0.5859,Positive
41,5,3,5,9,3,1,8,8,AI Workshop,Workshop,CSE,5.25,The presentation was poor and hard to follow.,-0.5423,Negative
838,6,3,6,8,7,1,8,8,AI Workshop,Cultural,CSE,5.875,I loved how doubts were cleared instantly.,0.4767,Positive
703,10,7,8,3,4,7,9,8,Webinar on Careers,Workshop,ECE,7.0,Assignments were too difficult for our level.,-0.3612,Negative
490,9,2,6,10,9,8,2,4,Tech Talk,Cultural,ECE,6.25,Excellent structure and support by the instructor.,0.7506,Positive
906,7,7,8,4,5,2,4,5,Tech Talk,Workshop,ECE,5.25,The session was amazing and very informative.,0.5859,Positive
174,7,3,6,7,10,10,2,3,Cultural Fest,Workshop,CSE,6.0,The presentation was poor and hard to follow.,-0.5423,Negative
4,5,8,5,7,10,7,3,1,Cultural Fest,Cultural,EEE,5.75,I loved how doubts were cleared instantly.,0.4767,Positive
161,6,7,8,3,5,10,6,4,Webinar on Careers,Cultural,CSE,6.125,Assignments were too difficult for our level.,-0.3612,Negative
31,5,4,5,9,9,2,4,1,Python Bootcamp,Workshop,MECH,4.875,Excellent structure and support by the instructor.,0.7506,Positive
623,6,4,6,6,10,10,3,9,AI Workshop,Cultural,CIVIL,6.75,The session was amazing and very informative.,0.5859,Positive
818,10,5,4,9,2,6,2,6,Python Bootcamp,Workshop,MECH,5.5,The presentation was poor and hard to follow.,-0.5423,Negative
60,5,6,5,3,1,7,5,3,Webinar on Careers,Seminar,MECH,4.375,I loved how doubts were cleared instantly.,0.4767,Positive
384,6,2,7,9,4,4,2,8,Cultural Fest,Workshop,CSE,5.25,Assignments were too difficult for our level.,-0.3612,Negative
971,7,6,7,4,6,6,7,9,Webinar on Careers,Seminar,CIVIL,6.5,Excellent structure and support by the instructor.,0.7506,Positive
427,7,3,7,2,9,8,8,7,Webinar on Careers,Seminar,EEE,6.375,The session was amazing and very informative.,0.5859,Positive
431,10,9,4,3,3,9,4,1,AI Workshop,Seminar,MECH,5.375,The presentation was poor and hard to follow.,-0.5423,Negative
408,6,5,4,7,1,8,6,7,Tech Talk,Seminar,ECE,5.5,I loved how doubts were cleared instantly.,0.4767,Positive
577,10,7,4,10,7,2,5,1,Cultural Fest,Cultural,ECE,5.75,Assignments were too difficult for our level.,-0.3612,Negative
803,6,10,8,5,6,5,6,7,Cultural Fest,Cultural,EEE,6.625,Excellent structure and support by the instructor.,0.7506,Positive
273,9,3,7,1,5,3,8,4,Webinar on Careers,Workshop,EEE,5.0,The session was amazing and very informative.,0.5859,Positive
371,6,3,4,9,4,10,4,10,Webinar on Careers,Cultural,CSE,6.25,The presentation was poor and hard to follow.,-0.5423,Negative
999,6,7,8,8,9,9,9,5,Python Bootcamp,Seminar,EEE,7.625,I loved how doubts were cleared instantly.,0.4767,Positive
595,10,5,5,4,10,4,4,4,AI Workshop,Cultural,CIVIL,5.75,Assignments were too difficult for our level.,-0.3612,Negative
63,8,8,7,4,4,4,8,2,Webinar on Careers,Seminar,EEE,5.625,Excellent structure and support by the instructor.,0.7506,Positive
899,5,4,7,7,2,6,1,1,Python Bootcamp,Workshop,EEE,4.125,The session was amazing and very informative.,0.5859,Positive
0,7,4,8,2,1,4,8,3,AI Workshop,Cultural,EEE,4.625,The presentation was poor and hard to follow.,-0.5423,Negative
796,7,9,6,2,7,7,6,8,Webinar on Careers,Cultural,CIVIL,6.5,I loved how doubts were cleared instantly.,0.4767,Positive
181,10,10,4,2,1,5,3,1,Webinar on Careers,Workshop,CSE,4.5,Assignments were too difficult for our level.,-0.3612,Negative
290,6,7,6,4,2,8,9,7,Python Bootcamp,Workshop,CSE,6.125,Excellent structure and support by the instructor.,0.7506,Positive
373,6,4,8,10,5,3,10,10,Python Bootcamp,Seminar,MECH,7.0,The session was amazing and very informative.,0.5859,Positive
285,6,10,5,7,3,3,5,1,Webinar on Careers,Workshop,MECH,5.0,The presentation was poor and hard to follow.,-0.5423,Negative
882,6,3,4,1,7,5,4,2,Python Bootcamp,Workshop,EEE,4.0,I loved how doubts were cleared instantly.,0.4767,Positive
776,8,3,7,6,3,7,6,7,Tech Talk,Seminar,EEE,5.875,Assignments were too difficult for our level.,-0.3612,Negative
935,10,9,7,2,8,2,1,2,Tech Talk,Workshop,CSE,5.125,Excellent structure and support by the instructor.,0.7506,Positive
679,10,6,4,5,10,9,6,7,AI Workshop,Workshop,EEE,7.125,The session was amazing and very informative.,0.5859,Positive
102,7,4,6,3,5,7,5,5,Cultural Fest,Seminar,CSE,5.25,The presentation was poor and hard to follow.,-0.5423,Negative
618,5,8,6,9,3,8,7,9,Webinar on Careers,Cultural,ECE,6.875,I loved how doubts were cleared instantly.,0.4767,Positive
607,8,4,4,10,10,8,3,7,Webinar on Careers,Workshop,CSE,6.75,Assignments were too difficult for our level.,-0.3612,Negative
743,9,7,7,10,1,5,5,10,Tech Talk,Workshop,CIVIL,6.75,Excellent structure and support by the instructor.,0.7506,Positive
682,8,5,8,9,2,10,3,4,Webinar on Careers,Workshop,ECE,6.125,The session was amazing and very informative.,0.5859,Positive
16,5,3,6,6,5,8,8,2,Webinar on Careers,Cultural,MECH,5.375,The presentation was poor and hard to follow.,-0.5423,Negative
969,8,6,8,10,2,1,3,2,Webinar on Careers,Cultural,ECE,5.0,I loved how doubts were cleared instantly.,0.4767,Positive
46,8,4,4,9,5,7,4,8,Tech Talk,Cultural,CSE,6.125,Assignments were too difficult for our level.,-0.3612,Negative
706,6,8,7,9,8,6,4,1,Cultural Fest,Cultural,MECH,6.125,Excellent structure and support by the instructor.,0.7506,Positive
993,9,9,4,1,5,2,9,9,Cultural Fest,Seminar,EEE,6.0,The session was amazing and very informative.,0.5859,Positive
508,10,6,5,8,8,5,7,10,Webinar on Careers,Cultural,CSE,7.375,The presentation was poor and hard to follow.,-0.5423,Negative
989,8,4,5,4,8,6,7,3,AI Workshop,Seminar,CIVIL,5.625,I loved how doubts were cleared instantly.,0.4767,Positive
133,10,4,7,3,5,4,4,5,Webinar on Careers,Workshop,CSE,5.25,Assignments were too difficult for our level.,-0.3612,Negative
15,8,9,8,3,6,10,2,3,Cultural Fest,Cultural,ECE,6.125,Excellent structure and support by the instructor.,0.7506,Positive
78,10,9,6,8,10,7,7,8,Tech Talk,Cultural,ECE,8.125,The session was amazing and very informative.,0.5859,Positive
433,6,6,8,4,8,9,4,1,Python Bootcamp,Cultural,EEE,5.75,The presentation was poor and hard to follow.,-0.5423,Negative
784,7,7,4,3,7,8,6,10,Webinar on Careers,Cultural,CIVIL,6.5,I loved how doubts were cleared instantly.,0.4767,Positive
983,5,2,4,1,9,4,3,2,Python Bootcamp,Cultural,CSE,3.75,Assignments were too difficult for our level.,-0.3612,Negative
197,9,3,5,9,8,2,4,10,Tech Talk,Workshop,CSE,6.25,Excellent structure and support by the instructor.,0.7506,Positive
483,8,2,6,2,10,2,2,5,Python Bootcamp,Cultural,ECE,4.625,The session was amazing and very informative.,0.5859,Positive
376,5,5,5,8,8,4,6,10,Webinar on Careers,Workshop,CIVIL,6.375,The presentation was poor and hard to follow.,-0.5423,Negative
915,10,7,4,6,9,4,9,5,Tech Talk,Workshop,CIVIL,6.75,I loved how doubts were cleared instantly.,0.4767,Positive
210,6,5,7,9,5,1,2,4,Tech Talk,Workshop,ECE,4.875,Assignments were too difficult for our level.,-0.3612,Negative
20,8,4,5,1,10,10,7,5,Webinar on Careers,Cultural,ECE,6.25,Excellent structure and support by the instructor.,0.7506,Positive
425,5,9,8,1,10,8,10,10,Python Bootcamp,Seminar,CIVIL,7.625,The session was amazing and very informative.,0.5859,Positive
668,6,3,6,1,2,10,9,3,AI Workshop,Cultural,CSE,5.0,The presentation was poor and hard to follow.,-0.5423,Negative
54,7,2,5,1,5,3,1,3,AI Workshop,Workshop,EEE,3.375,I loved how doubts were cleared instantly.,0.4767,Positive
950,7,2,7,10,5,3,4,7,Tech Talk,Seminar,CSE,5.625,Assignments were too difficult for our level.,-0.3612,Negative
782,6,7,4,2,2,1,3,8,Python Bootcamp,Cultural,ECE,4.125,Excellent structure and support by the instructor.,0.7506,Positive
108,5,5,7,5,10,7,3,9,Python Bootcamp,Cultural,CSE,6.375,The session was amazing and very informative.,0.5859,Positive
400,9,4,5,5,8,10,6,10,Cultural Fest,Workshop,CIVIL,7.125,The presentation was poor and hard to follow.,-0.5423,Negative
685,10,9,7,3,1,6,6,4,Cultural Fest,Workshop,EEE,5.75,I loved how doubts were cleared instantly.,0.4767,Positive
673,9,3,4,4,7,9,8,4,Tech Talk,Workshop,CSE,6.0,Assignments were too difficult for our level.,-0.3612,Negative
198,6,7,7,7,3,5,4,3,Webinar on Careers,Seminar,ECE,5.25,Excellent structure and support by the instructor.,0.7506,Positive
14,5,5,8,9,7,5,2,1,Cultural Fest,Seminar,MECH,5.25,The session was amazing and very informative.,0.5859,Positive
172,6,5,8,3,4,3,10,3,AI Workshop,Seminar,EEE,5.25,The presentation was poor and hard to follow.,-0.5423,Negative
359,5,6,7,6,9,5,1,5,AI Workshop,Cultural,CIVIL,5.5,I loved how doubts were cleared instantly.,0.4767,Positive
714,10,5,5,5,7,5,7,9,Python Bootcamp,Workshop,CSE,6.625,Assignments were too difficult for our level.,-0.3612,Negative
785,7,6,7,1,7,5,5,9,Python Bootcamp,Workshop,CSE,5.875,Excellent structure and support by the instructor.,0.7506,Positive
865,8,4,6,2,7,5,2,7,Cultural Fest,Workshop,ECE,5.125,The session was amazing and very informative.,0.5859,Positive
662,10,6,4,5,1,9,6,3,Cultural Fest,Seminar,CIVIL,5.5,The presentation was poor and hard to follow.,-0.5423,Negative
513,9,10,7,7,9,2,10,1,AI Workshop,Workshop,CIVIL,6.875,I loved how doubts were cleared instantly.,0.4767,Positive
722,7,10,5,5,4,9,6,7,AI Workshop,Cultural,ECE,6.625,Assignments were too difficult for our level.,-0.3612,Negative
8,6,7,6,10,6,9,9,10,Webinar on Careers,Cultural,ECE,7.875,Excellent structure and support by the instructor.,0.7506,Positive
873,10,10,4,5,9,10,2,5,Cultural Fest,Cultural,EEE,6.875,The session was amazing and very informative.,0.5859,Positive
684,10,3,7,4,4,5,1,10,Tech Talk,Seminar,ECE,5.5,The presentation was poor and hard to follow.,-0.5423,Negative
73,7,2,5,6,3,1,1,4,Tech Talk,Seminar,CIVIL,3.625,I loved how doubts were cleared instantly.,0.4767,Positive
900,9,8,5,8,4,6,9,7,Tech Talk,Seminar,CIVIL,7.0,Assignments were too difficult for our level.,-0.3612,Negative
933,6,9,4,8,7,10,3,5,Python Bootcamp,Workshop,ECE,6.5,Excellent structure and support by the instructor.,0.7506,Positive
634,6,7,6,6,1,6,3,8,Python Bootcamp,Cultural,CSE,5.375,The session was amazing and very informative.,0.5859,Positive
835,8,2,7,8,3,4,3,4,Python Bootcamp,Seminar,CSE,4.875,The presentation was poor and hard to follow.,-0.5423,Negative
422,9,8,4,4,8,3,4,10,Webinar on Careers,Workshop,EEE,6.25,I loved how doubts were cleared instantly.,0.4767,Positive
235,6,2,8,8,6,3,3,1,AI Workshop,Seminar,EEE,4.625,Assignments were too difficult for our level.,-0.3612,Negative
286,10,3,7,10,8,8,4,9,Webinar on Careers,Seminar,CSE,7.375,Excellent structure and support by the instructor.,0.7506,Positive
129,7,3,4,9,1,4,4,9,Webinar on Careers,Seminar,ECE,5.125,The session was amazing and very informative.,0.5859,Positive
443,7,9,8,2,4,5,1,5,Cultural Fest,Workshop,ECE,5.125,The presentation was poor and hard to follow.,-0.5423,Negative
301,10,7,7,4,3,4,9,2,Python Bootcamp,Seminar,CSE,5.75,I loved how doubts were cleared instantly.,0.4767,Positive
532,10,2,4,2,2,6,10,9,Tech Talk,Seminar,EEE,5.625,Assignments were too difficult for our level.,-0.3612,Negative
64,6,2,8,1,8,4,8,4,Python Bootcamp,Seminar,CSE,5.125,Excellent structure and support by the instructor.,0.7506,Positive
860,10,8,4,3,7,1,4,5,Tech Talk,Cultural,ECE,5.25,The session was amazing and very informative.,0.5859,Positive
559,8,4,4,6,5,5,1,7,Python Bootcamp,Cultural,MECH,5.0,The presentation was poor and hard to follow.,-0.5423,Negative
311,7,5,6,8,4,9,8,9,Webinar on Careers,Workshop,CIVIL,7.0,I loved how doubts were cleared instantly.,0.4767,Positive
32,9,3,7,7,6,1,9,2,Webinar on Careers,Workshop,EEE,5.5,Assignments were too difficult for our level.,-0.3612,Negative
296,10,7,4,2,2,10,10,8,AI Workshop,Cultural,CIVIL,6.625,Excellent structure and support by the instructor.,0.7506,Positive
419,10,2,5,8,5,3,3,10,Cultural Fest,Workshop,MECH,5.75,The session was amazing and very informative.,0.5859,Positive
83,10,6,6,1,8,1,3,9,Tech Talk,Seminar,CSE,5.5,The presentation was poor and hard to follow.,-0.5423,Negative
594,7,2,7,6,7,2,3,6,AI Workshop,Cultural,CIVIL,5.0,I loved how doubts were cleared instantly.,0.4767,Positive
501,5,2,8,4,7,6,10,4,Cultural Fest,Cultural,CIVIL,5.75,Assignments were too difficult for our level.,-0.3612,Negative
411,8,4,4,4,8,4,3,1,AI Workshop,Workshop,CIVIL,4.5,Excellent structure and support by the instructor.,0.7506,Positive
824,10,7,7,9,4,9,9,8,Webinar on Careers,Seminar,CIVIL,7.875,The session was amazing and very informative.,0.5859,Positive
585,7,6,8,2,4,7,10,9,Cultural Fest,Seminar,CIVIL,6.625,The presentation was poor and hard to follow.,-0.5423,Negative
848,9,9,6,1,9,2,8,6,Cultural Fest,Workshop,CSE,6.25,I loved how doubts were cleared instantly.,0.4767,Positive
299,10,8,5,5,4,3,1,9,Python Bootcamp,Cultural,EEE,5.625,Assignments were too difficult for our level.,-0.3612,Negative
107,9,4,8,6,10,4,5,9,AI Workshop,Cultural,CSE,6.875,Excellent structure and support by the instructor.,0.7506,Positive
119,9,10,5,1,9,6,7,6,Python Bootcamp,Workshop,CIVIL,6.625,The session was amazing and very informative.,0.5859,Positive
335,5,3,4,2,8,4,7,6,Python Bootcamp,Workshop,CSE,4.875,The presentation was poor and hard to follow.,-0.5423,Negative
557,5,5,8,2,4,10,6,1,Python Bootcamp,Workshop,CIVIL,5.125,I loved how doubts were cleared instantly.,0.4767,Positive
113,5,6,7,1,10,6,4,7,Cultural Fest,Seminar,CSE,5.75,Assignments were too difficult for our level.,-0.3612,Negative
281,5,6,6,3,4,1,1,1,Webinar on Careers,Cultural,CSE,3.375,Excellent structure and support by the instructor.,0.7506,Positive
836,9,3,4,6,6,3,2,7,AI Workshop,Workshop,EEE,5.0,The session was amazing and very informative.,0.5859,Positive
426,9,8,7,8,10,6,9,8,Python Bootcamp,Seminar,MECH,8.125,The presentation was poor and hard to follow.,-0.5423,Negative
42,8,2,4,6,6,7,3,1,Tech Talk,Cultural,MECH,4.625,I loved how doubts were cleared instantly.,0.4767,Positive
567,9,3,8,1,4,9,10,9,Python Bootcamp,Seminar,MECH,6.625,Assignments were too difficult for our level.,-0.3612,Negative
589,5,8,7,5,6,7,8,9,Python Bootcamp,Cultural,ECE,6.875,Excellent structure and support by the instructor.,0.7506,Positive
187,5,5,6,2,6,1,8,5,Cultural Fest,Cultural,CIVIL,4.75,The session was amazing and very informative.,0.5859,Positive
615,5,6,7,9,1,1,1,5,Python Bootcamp,Cultural,MECH,4.375,The presentation was poor and hard to follow.,-0.5423,Negative
556,9,9,5,5,1,3,6,10,Cultural Fest,Seminar,MECH,6.0,I loved how doubts were cleared instantly.,0.4767,Positive
3,9,6,5,9,10,5,5,4,Tech Talk,Seminar,CIVIL,6.625,Assignments were too difficult for our level.,-0.3612,Negative
667,9,9,6,2,1,3,10,2,Webinar on Careers,Cultural,EEE,5.25,Excellent structure and support by the instructor.,0.7506,Positive
234,7,2,4,5,1,8,7,2,Tech Talk,Cultural,CIVIL,4.5,The session was amazing and very informative.,0.5859,Positive
96,6,6,5,10,8,10,5,2,Cultural Fest,Cultural,CIVIL,6.5,The presentation was poor and hard to follow.,-0.5423,Negative
